kanji,id,keyword,components,on_reading,kun_reading,stroke_count,jlpt,romaji
拝,1686,worship,finger; fingers; one; ceiling; bushes,ハイ,おが.む; おろが.む,8,N2,hai (ON); oga.mu (KUN); oroga.mu (KUN)
寿,1687,longevity,bushes; glue,ジュ; ス; シュウ,ことぶき; ことぶ.く; ことほ.ぐ,7,,ju (ON); su (ON); shuu (ON); kotobuki (KUN); kotobu.ku (KUN); kotoho.gu (KUN)
鋳,1688,casting,metal; gold; longevity; bushes; glue,チュウ; イ; シュ; シュウ,い.る,15,N1,chuu (ON); i (ON); shu (ON); shuu (ON); i.ru (KUN)
籍,1689,enroll,bamboo; christmas tree; wood; once upon a time; storyteller,セキ,,20,N2,seki (ON)
春,1690,springtime,bonsai; sun; day,シュン,はる,9,N4,shun (ON); haru (KUN)
椿,1691,camellia,tree; wood; springtime; bonsai; sun; day,チン; チュン,つばき,13,N1,chin (ON); chun (ON); tsubaki (KUN)
泰,1692,peaceful,bonsai; grains of rice,タイ,,10,N1,tai (ON)
奏,1693,play music,bonsai; heavens,ソウ,かな.でる,9,N1,sou (ON); kana.deru (KUN)
実,1694,reality,house; bonsai,ジツ; シツ,み; みの.る; まこと; まことに; みの; みち.る,8,N3,jitsu (ON); shitsu (ON); mi (KUN); mino.ru (KUN); makoto (KUN); makotoni (KUN); mino (KUN); michi.ru (KUN)
奉,1695,dedicate,observance; bonsai; cornstalk,ホウ; ブ,たてまつ.る; まつ.る; ほう.ずる,8,N1,hou (ON); bu (ON); tatematsu.ru (KUN); matsu.ru (KUN); hou.zuru (KUN)
俸,1696,stipend,person; observance; dedicate; bonsai; cornstalk,ホウ,,10,N1,hou (ON)
棒,1697,rod,tree; wood; observance; dedicate; bonsai; cornstalk,ボウ,,12,N2,bou (ON)
謹,1698,discreet,say; words; keitai; mouth; cabbage; flowers; mouth; grow up,キン,つつし.む,17,N1,kin (ON); tsutsushi.mu (KUN)
僅,1699,trifle,person; cabbage; flowers; mouth; grow up,キン; ゴン,わずか,12,,kin (ON); gon (ON); wazuka (KUN)
勤,1700,diligence,cabbage; flowers; mouth; grow up; power; muscle; arnold,キン; ゴン,つと.める; -づと.め; つと.まる; いそ.しむ,12,N3,kin (ON); gon (ON); tsuto.meru (KUN); -zuto.me (KUN); tsuto.maru (KUN); iso.shimu (KUN)
漢,1701,Sino-,sino; water; water droplets; water pistol; scarecrow; flowers; mouth; husband,カン,,13,N4,kan (ON)
嘆,1702,sigh,mouth; scarecrow; flowers; mouth; husband,タン,なげ.く; なげ.かわしい,13,N1,tan (ON); nage.ku (KUN); nage.kawashii (KUN)
難,1703,difficult,scarecrow; flowers; mouth; husband; turkey,ナン,かた.い; -がた.い; むずか.しい; むづか.しい; むつか.しい; -にく.い,18,N3,nan (ON); kata.i (KUN); -gata.i (KUN); muzuka.shii (KUN); muzuka.shii (KUN); mutsuka.shii (KUN); -niku.i (KUN)
華,1704,splendor,flowers; silage; ten; needle,カ; ケ,はな,10,N1,ka (ON); ke (ON); hana (KUN)
垂,1705,droop,drop; silage; walking cane; stick; one; floor,スイ,た.れる; た.らす; た.れ; -た.れ; なんなんと.す,8,N1,sui (ON); ta.reru (KUN); ta.rasu (KUN); ta.re (KUN); -ta.re (KUN); nannanto.su (KUN)
唾,1706,saliva,mouth; droop; drop; silage; one; floor,ダ; タ,つば; つばき,11,,da (ON); ta (ON); tsuba (KUN); tsubaki (KUN)
睡,1707,drowsy,eye; droop; drop; silage; walking cane; stick; one; floor,スイ,,13,N1,sui (ON)
錘,1708,spindle,metal; gold; droop; drop; silage; walking cane; stick; one; floor,スイ,つむ; おもり,16,N1,sui (ON); tsumu (KUN); omori (KUN)
乗,1709,ride,wheat; cereal; silage,ジョウ; ショウ,の.る; -の.り; の.せる,9,N3,jou (ON); shou (ON); no.ru (KUN); -no.ri (KUN); no.seru (KUN)
剰,1710,surplus,ride; wheat; cereal; silage; sword; sabre; saber,ジョウ,あまつさえ; あま.り; あま.る,11,N1,jou (ON); amatsusae (KUN); ama.ri (KUN); ama.ru (KUN)
今,1711,now,meeting; umbrella; one,コン; キン,いま,4,N5,kon (ON); kin (ON); ima (KUN)
含,1712,include,now; clock; mouth,ガン,ふく.む; ふく.める,7,N2,gan (ON); fuku.mu (KUN); fuku.meru (KUN)
貪,1713,covet,,タン; トン,むさぼ.る,11,,tan (ON); ton (ON); musabo.ru (KUN)
吟,1714,versify,mouth; now; clock,ギン,,7,N1,gin (ON)
念,1715,wish,now; clock; heart,ネン,,8,N3,nen (ON)
捻,1716,wrench,finger; fingers; wish; wishbone; now; clock; heart,ネン; ジョウ,ね.じる; ねじ.る; ひね.くる; ひね.る,11,,nen (ON); jou (ON); ne.jiru (KUN); neji.ru (KUN); hine.kuru (KUN); hine.ru (KUN)
琴,1717,harp,king; jewel; ball; now; clock,キン,こと,12,N1,kin (ON); koto (KUN)
陰,1718,shade,pinnacle; parthenon; acropolis; now; clock; rising cloud; two; elbow; wall,イン,かげ; かげ.る,11,N1,in (ON); kage (KUN); kage.ru (KUN)
予,1719,beforehand,halberd with stroke missing,ヨ; シャ,あらかじ.め,4,N3,yo (ON); sha (ON); arakaji.me (KUN)
序,1720,preface,cave; beforehand,ジョ,つい.で; ついで,7,N1,jo (ON); tsui.de (KUN); tsuide (KUN)
預,1721,deposit,beforehand; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ヨ,あず.ける; あず.かる,13,N2,yo (ON); azu.keru (KUN); azu.karu (KUN)
野,1722,plains,computer; beforehand,ヤ; ショ,の; の-,11,N4,ya (ON); sho (ON); no (KUN); no- (KUN)
兼,1723,concurrently,animal horns; rake; stick,ケン,か.ねる; -か.ねる,10,N1,ken (ON); ka.neru (KUN); -ka.neru (KUN)
嫌,1724,dislike,woman; concurrently; animal horns; rake,ケン; ゲン,きら.う; きら.い; いや,13,N1,ken (ON); gen (ON); kira.u (KUN); kira.i (KUN); iya (KUN)
鎌,1725,sickle,metal; gold; concurrently; animal horns; rake,レン; ケン,かま,18,N1,ren (ON); ken (ON); kama (KUN)
謙,1726,self-effacing,say; words; keitai; mouth; concurrently; animal horns; rake,ケン,,17,N1,ken (ON)
廉,1727,bargain,cave; concurrently; animal horns; rake,レン,,13,N1,ren (ON)
西,1728,west,one; four,セイ; サイ; ス,にし,6,N5,sei (ON); sai (ON); su (ON); nishi (KUN)
価,1729,value,person; old west,カ; ケ,あたい,8,N1,ka (ON); ke (ON); atai (KUN)
要,1730,need,old west; woman,ヨウ,い.る,9,N3,you (ON); i.ru (KUN)
腰,1731,loins,moon; month; flesh; part of the body; need; old west; woman,ヨウ,こし,13,N2,you (ON); koshi (KUN)
票,1732,ballot,old west; altar; show; two; small,ヒョウ,,11,N1,hyou (ON)
漂,1733,drift,water; water droplets; water pistol; ballot; old west; altar; show; two; small,ヒョウ,ただよ.う,14,N1,hyou (ON); tadayo.u (KUN)
標,1734,signpost,tree; wood; ballot; old west; altar; show; two; small,ヒョウ,しるべ; しるし,15,N1,hyou (ON); shirube (KUN); shirushi (KUN)
栗,1735,chestnut,old west; tree; wood,リツ; リ,くり; おののく,10,N1,ritsu (ON); ri (ON); kuri (KUN); ononoku (KUN)
慄,1736,shudder,,リツ,おそ.れる; おのの.く; ふる.える,13,,ritsu (ON); oso.reru (KUN); onono.ku (KUN); furu.eru (KUN)
遷,1737,transition,old west; large; St. Bernard; snake; self; road,セン,うつ.る; うつ.す; みやこがえ,15,N1,sen (ON); utsu.ru (KUN); utsu.su (KUN); miyakogae (KUN)
覆,1738,capsize,old west; restore; Nelson; column; going; line; fold back; double back; reclining; lying down; sun; day; walking legs,フク,おお.う; くつがえ.す; くつがえ.る,18,N1,fuku (ON); oo.u (KUN); kutsugae.su (KUN); kutsugae.ru (KUN)
煙,1739,smoke,hearth fire; old west; soil; dirt; ground,エン,けむ.る; けむり; けむ.い,13,N3,en (ON); kemu.ru (KUN); kemuri (KUN); kemu.i (KUN)
南,1740,south,ten; needle; belt; happiness; ten; needle; stand up; vase,ナン; ナ,みなみ,9,N5,nan (ON); na (ON); minami (KUN)
楠,1741,camphor tree,tree; wood; south; ten; needle; belt; happiness; ten; needle; stand up; vase,ナン; ダン; ゼン; ネン,くす; くすのき,13,N1,nan (ON); dan (ON); zen (ON); nen (ON); kusu (KUN); kusunoki (KUN)
献,1742,offering,south; ten; needle; belt; happiness; ten; needle; stand up; vase; chihuahua; dog; large; drop,ケン; コン,たてまつ.る,13,N1,ken (ON); kon (ON); tatematsu.ru (KUN)
門,1743,gates,,モン,かど; と,8,N2,mon (ON); kado (KUN); to (KUN)
問,1744,question,gates; mouth,モン,と.う; と.い; とん,11,N4,mon (ON); to.u (KUN); to.i (KUN); ton (KUN)
閲,1745,review,gates; devil; horns; elder brother; teenager; mouth; human legs,エツ,けみ.する,15,N1,etsu (ON); kemi.suru (KUN)
閥,1746,clique,gates; fell; person; fiesta,バツ,,14,N1,batsu (ON)
間,1747,interval,gates; sun; day,カン; ケン,あいだ; ま; あい,12,N5,kan (ON); ken (ON); aida (KUN); ma (KUN); ai (KUN)
闇,1748,pitch dark,gates; sound; vase; stand up; sun; day,アン; オン,やみ; くら.い,17,,an (ON); on (ON); yami (KUN); kura.i (KUN)
簡,1749,simplicity,bamboo; interval; gates; sun; day,カン,,18,N2,kan (ON)
開,1750,open,gates; two hands,カイ,ひら.く; ひら.き; -びら.き; ひら.ける; あ.く; あ.ける,12,N4,kai (ON); hira.ku (KUN); hira.ki (KUN); -bira.ki (KUN); hira.keru (KUN); a.ku (KUN); a.keru (KUN)
閉,1751,closed,gates; genie,ヘイ,と.じる; と.ざす; し.める; し.まる; た.てる,11,N3,hei (ON); to.jiru (KUN); to.zasu (KUN); shi.meru (KUN); shi.maru (KUN); ta.teru (KUN)
閣,1752,tower,gates; each; walking legs; mouth,カク,,14,N1,kaku (ON)
閑,1753,leisure,gates; tree; wood,カン,,12,N1,kan (ON)
聞,1754,hear,gates; ear,ブン; モン,き.く; き.こえる,14,N5,bun (ON); mon (ON); ki.ku (KUN); ki.koeru (KUN)
潤,1755,wet,water; water droplets; water pistol; intercalate; gates; king; jewel; ball,ジュン,うるお.う; うるお.す; うる.む,15,N1,jun (ON); uruo.u (KUN); uruo.su (KUN); uru.mu (KUN)
欄,1756,column,tree; wood; gates; east; tree; wood; sun; day,ラン,てすり,20,N1,ran (ON); tesuri (KUN)
闘,1757,fight,gates; beans; table; one; mouth; glue,トウ,たたか.う; あらそ.う,18,N1,tou (ON); tataka.u (KUN); araso.u (KUN)
倉,1758,godown,meeting; single gate; umbrella; stable door; mouth,ソウ,くら,10,N1,sou (ON); kura (KUN)
創,1759,genesis,godown; meeting; single gate; umbrella; stable door; mouth; sword; sabre; saber,ソウ; ショウ,つく.る; はじ.める; きず; けず.しける,12,N1,sou (ON); shou (ON); tsuku.ru (KUN); haji.meru (KUN); kizu (KUN); kezu.shikeru (KUN)
非,1760,un-,jail cell; prison bars,ヒ,あら.ず,8,N3,hi (ON); ara.zu (KUN)
俳,1761,haiku,person; un-; jail cell; prison bars,ハイ,,10,N1,hai (ON)
排,1762,repudiate,finger; fingers; un-; jail cell; prison bars,ハイ,,11,N1,hai (ON)
悲,1763,sad,un-; jail cell; prison bars; heart,ヒ,かな.しい; かな.しむ,12,N3,hi (ON); kana.shii (KUN); kana.shimu (KUN)
罪,1764,guilt,eye; cross-eyed; net; un-; jail cell; prison bars,ザイ,つみ,13,N3,zai (ON); tsumi (KUN)
輩,1765,comrade,un-; jail cell; prison bars; car,ハイ,ともがら; -ばら; やかい; やから,15,N1,hai (ON); tomogara (KUN); -bara (KUN); yakai (KUN); yakara (KUN)
扉,1766,front door,door; one; ceiling; flag; un-; jail cell; prison bars,ヒ,とびら,12,N1,hi (ON); tobira (KUN)
侯,1767,marquis,person; key; dart; drop; heavens,コウ,,9,N1,kou (ON)
喉,1768,throat,mouth; marquis; person; key; dart; drop; heavens,コウ,のど,12,,kou (ON); nodo (KUN)
候,1769,climate,marquis; person; stick; fred astaire; key; dart; drop; heavens,コウ,そうろう,10,N3,kou (ON); sourou (KUN)
決,1770,decide,water; water droplets; water pistol; guillotine; key; St. Bernard,ケツ,き.める; -ぎ.め; き.まる; さ.く,7,N3,ketsu (ON); ki.meru (KUN); -gi.me (KUN); ki.maru (KUN); sa.ku (KUN)
快,1771,cheerful,Freud; state of mind; guillotine; key; St. Bernard,カイ,こころよ.い,7,N2,kai (ON); kokoroyo.i (KUN)
偉,1772,admirable,person; locket; stick; key; mouth; monocle; sunglasses with one lens missing,イ,えら.い,12,N3,i (ON); era.i (KUN)
違,1773,difference,locket; stick; key; mouth; monocle; sunglasses with one lens missing; road,イ,ちが.う; ちが.い; ちが.える; -ちが.える; たが.う; たが.える,13,N3,i (ON); chiga.u (KUN); chiga.i (KUN); chiga.eru (KUN); -chiga.eru (KUN); taga.u (KUN); taga.eru (KUN)
緯,1774,horizontal,thread; spiderman; locket; stick; key; mouth; monocle; sunglasses with one lens missing,イ,よこいと; ぬき,16,N1,i (ON); yokoito (KUN); nuki (KUN)
衛,1775,defense,defence; boulevard; going; locket; stick; key; mouth; monocle; sunglasses with one lens missing,エイ; エ,,16,N1,ei (ON); e (ON)
韓,1776,Korea,korea; mist; ten; needle; early; sun; day; locket; stick; key; mouth; monocle; sunglasses with one lens missing,カン,から; いげた,18,,kan (ON); kara (KUN); igeta (KUN)
干,1777,dry,clothesline,カン,ほ.す; ほ.し-; -ぼ.し; ひ.る,3,N2,kan (ON); ho.su (KUN); ho.shi- (KUN); -bo.shi (KUN); hi.ru (KUN)
肝,1778,liver,moon; month; flesh; part of the body; dry; clothesline,カン,きも,7,N1,kan (ON); kimo (KUN)
刊,1779,publish,dry; clothesline; sword; sabre; saber,カン,,5,N2,kan (ON)
汗,1780,sweat,water; water droplets; water pistol; dry; clothesline,カン,あせ,6,N2,kan (ON); ase (KUN)
軒,1781,flats,car; dry; clothesline,ケン,のき,10,N2,ken (ON); noki (KUN)
岸,1782,beach,mountain; cliff; dry; clothesline,ガン,きし,8,N2,gan (ON); kishi (KUN)
幹,1783,tree trunk,mist; ten; needle; early; sun; day; umbrella; dry; clothesline,カン,みき,13,N1,kan (ON); miki (KUN)
芋,1784,potato,flowers,ウ,いも,6,N1,u (ON); imo (KUN)
宇,1785,eaves,house; potato,ウ,,6,N2,u (ON)
余,1786,too much,umbrella; potato; small,ヨ,あま.る; あま.り; あま.す; あんま.り,7,N3,yo (ON); ama.ru (KUN); ama.ri (KUN); ama.su (KUN); anma.ri (KUN)
除,1787,exclude,pinnacle; parthenon; acropolis; scales; too much; umbrella; potato; small,ジョ; ジ,のぞ.く; -よ.け,10,N3,jo (ON); ji (ON); nozo.ku (KUN); -yo.ke (KUN)
徐,1788,gradually,Nelson; column; going; line; scales; too much; umbrella; potato; small,ジョ,おもむ.ろに,10,N1,jo (ON); omomu.roni (KUN)
叙,1789,confer,scales; too much; umbrella; potato; small; crotch,ジョ,つい.ず; ついで,9,N1,jo (ON); tsui.zu (KUN); tsuide (KUN)
途,1790,route,scales; too much; umbrella; potato; small; road,ト,みち,10,N3,to (ON); michi (KUN)
斜,1791,diagonal,scales; too much; umbrella; potato; small; mmeasuring cup; big dipper; The Plough; drop; ten; needle,シャ,なな.め; はす,11,N1,sha (ON); nana.me (KUN); hasu (KUN)
塗,1792,paint,water; water droplets; water pistol; scales; too much; umbrella; potato; small; soil; dirt; ground,ト,ぬ.る; ぬ.り; まみ.れる,13,N2,to (ON); nu.ru (KUN); nu.ri (KUN); mami.reru (KUN)
束,1793,bundle,Chaplin; tree; wood; mouth,ソク,たば; たば.ねる; つか; つか.ねる,7,N3,soku (ON); taba (KUN); taba.neru (KUN); tsuka (KUN); tsuka.neru (KUN)
頼,1794,trust,bundle; Chaplin; tree; wood; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ライ,たの.む; たの.もしい; たよ.る,16,N3,rai (ON); tano.mu (KUN); tano.moshii (KUN); tayo.ru (KUN)
瀬,1795,rapids,water; water droplets; water pistol; trust; bundle; Chaplin; tree; wood; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ライ,せ,19,N1,rai (ON); se (KUN)
勅,1796,imperial order,bundle; Chaplin; tree; wood; mouth; power; muscle; arnold,チョク,いまし.める; みことのり,9,N1,choku (ON); imashi.meru (KUN); mikotonori (KUN)
疎,1797,alienate,zoo; critters; stop; footprint; bundle; Chaplin; tree; wood; mouth,ソ; ショ,うと.い; うと.む; まば.ら,12,N1,so (ON); sho (ON); uto.i (KUN); uto.mu (KUN); maba.ra (KUN)
辣,1798,bitter,,ラツ,から.い,14,,ratsu (ON); kara.i (KUN)
速,1799,quick,bundle; Chaplin; tree; wood; mouth; road,ソク,はや.い; はや-; はや.める; すみ.やか,10,N3,soku (ON); haya.i (KUN); haya- (KUN); haya.meru (KUN); sumi.yaka (KUN)
整,1800,organize,organise; bundle; Chaplin; tree; wood; mouth; taskmaster; correct; one; ceiling; stop; footprint,セイ,ととの.える; ととの.う,16,N1,sei (ON); totono.eru (KUN); totono.u (KUN)
剣,1801,saber,sabre; awl; fit; meeting; umbrella; mouth; person; sword; sabre,ケン,つるぎ,10,N1,ken (ON); tsurugi (KUN)
険,1802,precipitous,pinnacle; parthenon; acropolis; awl; fit; meeting; umbrella; mouth; person,ケン,けわ.しい,11,N3,ken (ON); kewa.shii (KUN)
検,1803,examination,tree; wood; awl; fit; meeting; umbrella; mouth; person,ケン,しら.べる,12,N1,ken (ON); shira.beru (KUN)
倹,1804,frugal,person; awl; fit; meeting; umbrella; mouth; person,ケン,つま.しい; つづまやか,10,N1,ken (ON); tsuma.shii (KUN); tsuzumayaka (KUN)
重,1805,heavy,thousand; computer; rice field; brains; soil; dirt; ground,ジュウ; チョウ,え; おも.い; おも.り; おも.なう; かさ.ねる; かさ.なる; おも,9,N4,juu (ON); chou (ON); e (KUN); omo.i (KUN); omo.ri (KUN); omo.nau (KUN); kasa.neru (KUN); kasa.naru (KUN); omo (KUN)
動,1806,move,heavy; thousand; ri; computer; power; muscle; arnold,ドウ,うご.く; うご.かす,11,N4,dou (ON); ugo.ku (KUN); ugo.kasu (KUN)
腫,1807,tumor,tumour; moon; month; flesh; part of the body; heavy; thousand; ri; computer,シュ; ショウ,は.れる; は.れ; は.らす; く.む; はれもの,13,,shu (ON); shou (ON); ha.reru (KUN); ha.re (KUN); ha.rasu (KUN); ku.mu (KUN); haremono (KUN)
勲,1808,meritorious deed,move; heavy; thousand; ri; computer; power; muscle; arnold; oven-fire; barbecue,クン,いさお,15,N1,kun (ON); isao (KUN)
働,1809,work,person; move; heavy; thousand; ri; computer; power; muscle; arnold,ドウ; リュク; リキ; ロク; リョク,はたら.く,13,N3,dou (ON); ryuku (ON); riki (ON); roku (ON); ryoku (ON); hatara.ku (KUN)
種,1810,species,wheat; cereal; heavy; thousand; ri; computer,シュ,たね; -ぐさ,14,N3,shu (ON); tane (KUN); -gusa (KUN)
衝,1811,collide,boulevard; going; heavy; thousand; ri; computer,ショウ,つ.く,15,N1,shou (ON); tsu.ku (KUN)
薫,1812,fragrant,flowers; heavy; thousand; ri; computer; oven-fire; barbecue,クン,かお.る,16,N1,kun (ON); kao.ru (KUN)
病,1813,ill,sickness; hospital; third class; one; ceiling; inside,ビョウ; ヘイ,や.む; -や.み; やまい,10,N4,byou (ON); hei (ON); ya.mu (KUN); -ya.mi (KUN); yamai (KUN)
痴,1814,stupid,sickness; hospital; know; dart; drop; heavens; mouth,チ,し.れる; おろか,13,N1,chi (ON); shi.reru (KUN); oroka (KUN)
痘,1815,pox,sickness; hospital; beans; table; one; mouth,トウ,,12,N1,tou (ON)
症,1816,symptoms,sickness; hospital; correct; one; ceiling; stop; footprint,ショウ,,10,N1,shou (ON)
瘍,1817,carbuncle,,ヨウ,かさ,14,,you (ON); kasa (KUN)
痩,1818,lose weight,sickness; hospital; Buddha’s hand; monkey; sun; day; stick; crotch,ソウ; チュウ; シュウ; シュ,や.せる,12,,sou (ON); chuu (ON); shuu (ON); shu (ON); ya.seru (KUN)
疾,1819,rapidly,sickness; hospital; dart; drop; heavens,シツ,はや.い,10,N1,shitsu (ON); haya.i (KUN)
嫉,1820,envy,woman; rapidly; sickness; hospital; dart; drop; heavens,シツ,そね.む; ねた.む; にく.む,13,,shitsu (ON); sone.mu (KUN); neta.mu (KUN); niku.mu (KUN)
痢,1821,diarrhea,sickness; hospital; profit; wheat; cereal; sword; sabre; saber,リ,,12,N1,ri (ON)
痕,1822,scar,sickness; hospital; silver,コン,あと,11,,kon (ON); ato (KUN)
疲,1823,tired,exhausted; sickness; hospital; pelt; branch; ten; needle; crotch; hook,ヒ,つか.れる; -づか.れ; つか.らす,10,N3,hi (ON); tsuka.reru (KUN); -zuka.re (KUN); tsuka.rasu (KUN)
疫,1824,epidemic,sickness; hospital; cruise missile; missile; wind; crotch,エキ; ヤク,,9,N1,eki (ON); yaku (ON)
痛,1825,pain,sickness; hospital; pogo stick; chop-seal; hanko; utilise; utilize,ツウ,いた.い; いた.む; いた.ましい; いた.める,12,N3,tsuu (ON); ita.i (KUN); ita.mu (KUN); ita.mashii (KUN); ita.meru (KUN)
癖,1826,mannerism,sickness; hospital; ketchup; flag; mouth; spicy; stand up; vase; ten; needle,ヘキ,くせ; くせ.に,18,N1,heki (ON); kuse (KUN); kuse.ni (KUN)
匿,1827,hide,box; young; flowers; right; by one’s side; mouth,トク,かくま.う,10,N1,toku (ON); kakuma.u (KUN)
匠,1828,artisan,box; axe,ショウ,たくみ,6,N1,shou (ON); takumi (KUN)
医,1829,doctor,box; dart; drop; heavens,イ,い.やす; い.する; くすし,7,N4,i (ON); i.yasu (KUN); i.suru (KUN); kusushi (KUN)
匹,1830,equal,box; human legs,ヒツ,ひき,4,N2,hitsu (ON); hiki (KUN)
区,1831,ward,box; sheaf,ク; オウ; コウ,,4,N2,ku (ON); ou (ON); kou (ON)
枢,1832,hinge,tree; wood; ward; box; sheaf,スウ; シュ,とぼそ; からくり,8,N1,suu (ON); shu (ON); toboso (KUN); karakuri (KUN)
